analysis_id,brief_description,dimension,paper_text,paper_location,code_text,code_file,code_lines,match_status,explanation
16,Multivariable Cox proportional hazards model in the post-COVID diagnosis cohort fully adjusting for demographic and clinical variables (including COVID-19 severity) to estimate hazard ratios for time to first coded long COVID.,Parameter Specification,"Age was modelled using a restricted cubic spline,[...]For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.[...]In the post-COVID diagnosis cohort, we included COVID-19 severity (hospitalised vs non-hospitalised COVID-19) as an additional factor.[...]Hospitalisation for COVID-19 was defined as a hospital admission record with confirmed COVID-19 diagnosis in primary position within 28 days of the first COVID-19 diagnosis and COVID-19 without hospitalisation as a COVID-19 diagnosis that was not followed by hospitalisation within 28 days.","Age was modelled using a restricted cubic spline,","ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information[...]non_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                       non_case_inverse_weight, 1)[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)[...]knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))
...
""+rms::rcs(cov_num_age,parms=knot_placement)""[...]if(analysis == ""infected""){
  input <- read_rds(""output/input_stage1_infected.rds"")
}[...]if(cohort == ""infected""){
    input <- input %>% mutate(cov_cat_covid_phenotype = sub_cat_covid_phenotype)
}[...]input$sub_cat_covid_phenotype <- ifelse(!is.na(input$out_covid_date) & 
                                            !is.na(input$hospital_covid) &
                                            (input$hospital_covid-input$out_covid_date>=0 &
                                               input$hospital_covid-input$out_covid_date<29),
                                          ""hospitalised"",input$sub_cat_covid_phenotype)",analysis/stage2_model_input_set_up.R[...]analysis/functions/function_cox_output.R[...]analysis/stage1_define_eligible_population.R[...]analysis/stage0_data_cleaning.R,"~18-38, 94-119[...]~12-22[...]~209-214[...]~70-94",match,"The code sets the same key analysis parameters as described: 1:20 non-case sampling with inverse probability weights and robust SEs, the use of restricted cubic splines for age, and inclusion/definition of COVID-19 severity in the post-COVID cohort. Therefore, the parameter specification matches."
16,Multivariable Cox proportional hazards model in the post-COVID diagnosis cohort fully adjusting for demographic and clinical variables (including COVID-19 severity) to estimate hazard ratios for time to first coded long COVID.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.[...]We used inverse probability weighting and robust standard errors to account for the sampling approach.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI[...]results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,20-48,match,"The paper specifies 95% confidence intervals and use of robust standard errors, and the code computes robust 95% CIs via confint with level=0.95 on a robust covariance model. This aligns with the stated inference specification."
16,Multivariable Cox proportional hazards model in the post-COVID diagnosis cohort fully adjusting for demographic and clinical variables (including COVID-19 severity) to estimate hazard ratios for time to first coded long COVID.,Coding Specification,"“Smoking status was grouped into current-, ever-, and neversmokers.” [...] “Obesity was grouped based on body mass index (BMI kg/m 2 ) using categories derived from the World health organization (WHO) 13 : no evidence of obesity BMI<30; obese class I, BMI 30-34.9; obese class II, BMI 35-39.9; and obese class III, BMI ≥ 40.” [...] “Age was modelled using a restricted cubic spline…” [...] “In the post-COVID diagnosis cohort, we included COVID-19 severity (hospitalised vs non-hospitalised COVID-19) as an additional factor.” [...] “We included a missing category for ethnicity, smoking status and IMD.”","“Smoking status was grouped into current-, ever-, and neversmokers.”","options(datadist=""dd"", contrasts=c(""contr.treatment"", ""contr.treatment"")) [...] knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))

surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
) [...] input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))
input$cov_cat_smoking_status <- ordered(input$cov_cat_smoking_status, levels = c(""Never smoker"",""Ever smoker"",""Current smoker"",""Missing"")) [...] input$cov_cat_bmi<- ordered(input$cov_cat_bmi, 
                              levels = c(""Not obese"",""Obese I (30-34.9)"",
                                          ""Obese II (35-39.9)"", ""Obese III (40+)"")) [...] levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)""
input$cov_cat_imd <- ordered(input$cov_cat_imd, 
                               levels = c(""1 (most deprived)"",""2"",""3"",""4"",""5 (least deprived)"", ""0 (missing)"")) [...] input$sub_cat_covid_phenotype <- ""no_infection""
input$sub_cat_covid_phenotype <- ifelse(!is.na(input$out_covid_date),
                                          ""non_hospitalised"",input$sub_cat_covid_phenotype)
input$sub_cat_covid_phenotype <- ifelse(!is.na(input$out_covid_date) & 
                                            !is.na(input$hospital_covid) &
                                            (input$hospital_covid-input$out_covid_date>=0 &
                                               input$hospital_covid-input$out_covid_date<29),
                                          ""hospitalised"",input$sub_cat_covid_phenotype)
input$sub_cat_covid_phenotype <- as.factor(input$sub_cat_covid_phenotype) [...] if(cohort == ""infected""){
    input <- input %>% mutate(cov_cat_covid_phenotype = sub_cat_covid_phenotype)
} [...] input$cov_cat_sex <- relevel(input$cov_cat_sex, ref = ""M"")
input_factor_vars$cov_cat_ethnicity <- relevel(input_factor_vars$cov_cat_ethnicity, ref = ""White"")",analysis/stage2_model_input_set_up.R [...] analysis/stage0_data_cleaning.R [...] analysis/stage1_define_eligible_population.R,"stage2_model_input_set_up.R: ~60-70, ~100-140 [...] stage0_data_cleaning.R: ~80-110, ~150-210 [...] stage1_define_eligible_population.R: ~205-215",match,"The paper specifies categorical coding (e.g., smoking, BMI), inclusion of a missing category for selected variables, an age spline, and adding COVID-19 severity in the post-COVID cohort; the code implements these via factor recoding/levels, treatment contrasts, restricted cubic splines for age, and a hospitalised vs non-hospitalised severity variable for the infected cohort. Reference levels (e.g., Male for sex, White for ethnicity) and missing category handling (IMD, smoking) are explicitly shown in code."
17,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for health behavioural and clinical predictors of time to first coded long COVID.,Test Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","fit_cox_model <- fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula_age_spl_sex_adjusted),
                                   data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage3_4_model_dev_eval_age_sex_adjusted.R,35-42,match,The paper specifies age- and sex-adjusted Cox proportional hazards models and the code implements this using rms::cph to fit Cox PH models with age and sex adjustment. This includes runs for the pre-vaccination cohort via the analysis flag.
17,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for health behavioural and clinical predictors of time to first coded long COVID.,Variable Specification,"“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.”[...]“The outcome was clinically coded long COVID, constructed from the date of the first record of any of the 15 UK SNOMED-CT codes for long COVID 6 in English primary care records… Time to the outcome event was defined as days from participant specific follow-up start date (Supplement, Table S1).”[...]“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022.”[...]“Health behavioural and clinical factors included smoking status, frequency of GP-patient interaction and history of disease diagnoses.”[...]“Smoking status was grouped into current-, ever-, and neversmokers.”[...]“Frequency of GP-patient interaction was defined during the 12 months prior to participants' follow-up start date, and categorised as: without any interaction; 1-3; 4-8; 9-12 and 13+ interactions.”[...]“History of the disease diagnoses… coded as separate indicator variables: asthma, cancer, chronic cardiac disease, chronic kidney disease, chronic liver disease, chronic obstructive pulmonary disease, chronic respiratory disease, dementia, diabetes, dysplenia (dysfunctional-spleen), haematological cancer, heart failure, hypertension, mental health condition, organ transplant, other immunosuppressive condition, other neurological condition, post-viral fatigue, psoriasis, rheumatoid arthritis, systematic lupus erythematosus (SLE), and stroke.”","“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.”","surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]
if(analysis == ""all_vax_c""){
  input <- read_rds(""output/input_stage1_all.rds"")
  input <- input %>% dplyr::select(-lcovid_surv, -lcovid_cens) %>%
    dplyr::rename(lcovid_surv = lcovid_surv_vax_c, lcovid_cens = lcovid_cens_vax_c)
}
[...]
input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                      out_first_long_covid_date >= index_date &
                                                                      !is.na(out_first_long_covid_date)), 1, 0))
[...]
cov_factor_names <- names(input)[grepl(""cov_cat"", names(input))]
cov_num_names <- names(input)[grepl(""cov_num"", names(input))]
if(analysis != ""infected""){
  cov_factor_names <- cov_factor_names[!cov_factor_names %in% c(""cov_cat_sex"",""cov_cat_ie.status"",
                                                              ""cov_cat_covid_phenotype"")] # remove sex and vaccination status
}else{
  cov_factor_names <- cov_factor_names[!cov_factor_names %in% c(""cov_cat_sex"",""cov_cat_ie.status"")] # remove sex and vaccination status
}
cov_num_names <- cov_num_names[! cov_num_names %in% ""cov_num_age""] # remove age
cov_names <- c(cov_factor_names, cov_num_names)
for(i in 1:length(cov_names)){
  surv_formula_age_spl_sex_adjusted <- paste0(surv_formula_age_spl_sex,""+"", cov_names[i])
  fit_cox_model <- rms::cph(formula= as.formula(surv_formula_age_spl_sex_adjusted),
                                   data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
}
[...]
input <- input%>% mutate(cov_cat_gp_patient_interaction = ifelse(input$cov_num_gp_patient_interaction > 12,
                                                             ""13 or more"",
                                                            ifelse(input$cov_num_gp_patient_interaction >= 9,
                                                             ""9 to 12"",
                                                                ifelse(input$cov_num_gp_patient_interaction >=4,
                                                                      ""4 to 8"",
                                                                         ifelse(input$cov_num_gp_patient_interaction >=1,
                                                                                          ""1 to 3"", ""0"")))))
[...]
input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))",analysis/stage2_model_input_set_up.R [...] analysis/stage1_define_eligible_population.R [...] analysis/stage3_4_model_dev_eval_age_sex_adjusted.R [...] analysis/stage0_data_cleaning.R,"stage2_model_input_set_up.R: ~46-60, ~68-74; stage1_define_eligible_population.R: ~184-197; stage3_4_model_dev_eval_age_sex_adjusted.R: ~9-27, ~36-45; stage0_data_cleaning.R: ~318-329, ~360-366",match,"The code implements an age- and sex-adjusted Cox model that, in the pre-vaccination ('all_vax_c') cohort, models time to first long COVID code with censoring at first vaccination and evaluates each health/clinical predictor in turn. It includes smoking status, GP-patient interaction categories, and other covariates (disease indicators) consistent with the paper’s variable specification."
17,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for health behavioural and clinical predictors of time to first coded long COVID.,Parameter Specification,"“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”[...]“Age was modelled using a restricted cubic spline,”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”[...]“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022.”","“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”","knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))
surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information
...
non_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)
input$weight <-1
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                                    non_case_inverse_weight, 1)
[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
[...]input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                          out_first_long_covid_date >= index_date &
                                                                          !is.na(out_first_long_covid_date)), 1, 0))",analysis/stage2_model_input_set_up.R; analysis/functions/function_cox_output.R; analysis/stage1_define_eligible_population.R,stage2_model_input_set_up.R: ~60-80 (rcs age); ~20-30 and ~35-60 (ratio=20 and IPW weights). function_cox_output.R: ~12-22 (robcov and robust CIs). stage1_define_eligible_population.R: ~120-140 (pre-vaccination censoring at first vaccine).,match,"The code implements the same parameters described in the paper: age modeled with restricted cubic splines, 1:20 case–control sampling with IPW and robust SEs, and pre‑vaccination censoring at the first vaccine. Therefore the parameter specifications match."
17,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for health behavioural and clinical predictors of time to first coded long COVID.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI
    results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,25-38,match,"The paper specifies 95% confidence intervals and the code computes confidence intervals with level=0.95. The code also uses robust standard errors, consistent with the paper’s description of inference using confidence intervals."
17,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for health behavioural and clinical predictors of time to first coded long COVID.,Coding Specification,"“Smoking status was grouped into current-, ever-, and neversmokers.”[...]“Frequency of GP-patient interaction was defined during the 12 months prior to participants' follow-up start date, and categorised as: without any interaction; 1-3; 4-8; 9-12 and 13+ interactions.”[...]“We included a missing category for ethnicity, smoking status and IMD.”[...]“Age was modelled using a restricted cubic spline…”","“Smoking status was grouped into current-, ever-, and neversmokers.”","input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))
input$cov_cat_smoking_status <- ordered(input$cov_cat_smoking_status, 
                               levels = c(""Never smoker"",""Ever smoker"",""Current smoker"",""Missing""))
[...]
input <- input %>% mutate(cov_cat_gp_patient_interaction = ifelse(input$cov_num_gp_patient_interaction > 12,
                                                             ""13 or more"",
                                                            ifelse(input$cov_num_gp_patient_interaction >= 9,
                                                             ""9 to 12"",
                                                                ifelse(input$cov_num_gp_patient_interaction >=4,
                                                                      ""4 to 8"",
                                                                         ifelse(input$cov_num_gp_patient_interaction >=1,
                                                                                          ""1 to 3"", ""0"")))))
input <- input%>% rename(sub_num_gp_patient_interaction = cov_num_gp_patient_interaction) %>%
    mutate(cov_cat_gp_patient_interaction = as.factor(cov_cat_gp_patient_interaction)) %>%
    mutate(cov_cat_gp_patient_interaction = relevel(cov_cat_gp_patient_interaction, ref = ""0""))
[...]
levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)""
input$cov_cat_imd <- ordered(input$cov_cat_imd, 
                               levels = c(""1 (most deprived)"",""2"",""3"",""4"",""5 (least deprived)"", ""0 (missing)""))
[...]
input_factor_vars <- input_factor_vars %>% mutate(cov_cat_smoking_status = as.character(cov_cat_smoking_status)) %>%
    mutate(cov_cat_smoking_status = replace_na(cov_cat_smoking_status, ""Missing"")) %>%
    mutate(cov_cat_smoking_status = as.factor(cov_cat_smoking_status))
[...]
input_factor_vars$cov_cat_ethnicity <- relevel(input_factor_vars$cov_cat_ethnicity, ref = ""White"")
[...]
knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))
surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)",analysis/stage0_data_cleaning.R; analysis/stage2_model_input_set_up.R,"stage0_data_cleaning.R: ~229-236 (smoking recode), ~170-182 and ~183-187 (GP interaction and reference), ~205-216 (IMD missing and ordering), ~252-260 (smoking Missing), ~248-251 (ethnicity relevel only); stage2_model_input_set_up.R: ~73-81 (age spline in model)",mismatch,"The paper specifies smoking and GP-interaction categories, age as a spline, and a missing category for ethnicity, smoking, and IMD. The code implements the smoking and GP-interaction groupings, IMD/smoking missing categories, and age splines, but only relevels ethnicity to “White” without explicitly creating a “Missing” ethnicity category."
18,Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic and clinical variables to estimate hazard ratios for time to first coded long COVID.,Test Specification,then all patient characteristics were included in a multivariable Cox PH model.,hen all patient characteristics were included in a multivariable Cox PH model,"fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula),
                                 data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage3_model_selection.R,8-13,match,"The paper specifies a multivariable Cox proportional hazards model, and the code fits a Cox PH model via rms::cph. These represent the same test specification."
18,Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic and clinical variables to estimate hazard ratios for time to first coded long COVID.,Variable Specification,"“The outcome was clinically coded long COVID, constructed from the date of the first record of any of the 15 UK SNOMED-CT codes for long COVID… Time to the outcome event was defined as days from participant specific follow-up start date…” [...] “Patient characteristics included demographic variables, and health behavioural and clinical factors that may be associated with coded long COVID…, and the frequency of GP-patient interactions…” [...] “Health behavioural and clinical factors included smoking status, frequency of GP-patient interaction and history of disease diagnoses.” [...] “a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022” [...] “then all patient characteristics were included in a multivariable Cox PH model.”","“The outcome was clinically coded long COVID, constructed from the date of the first record of any of the 15 UK SNOMED-CT codes for long COVID… Time to the outcome event was defined as days from participant specific follow-up start date…”","if(analysis == ""all_vax_c""){
  input <- read_rds(""output/input_stage1_all.rds"")
  input <- input %>% dplyr::select(-lcovid_surv, -lcovid_cens) %>%
    dplyr::rename(lcovid_surv = lcovid_surv_vax_c, lcovid_cens = lcovid_cens_vax_c)
}
[...] input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                          out_first_long_covid_date >= index_date &
                                                                          !is.na(out_first_long_covid_date)), 1, 0))
[...] covariate_names <- names(input)[grep(""cov_"", names(input))]
covariate_names <- covariate_names[-grep(""age"", covariate_names)]
[...] surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)",analysis/stage2_model_input_set_up.R [...] analysis/stage1_define_eligible_population.R,"stage2_model_input_set_up.R: ~22-35, ~71-78, ~108-116 [...] stage1_define_eligible_population.R: ~150-165",match,"The paper defines the outcome/time scale and states that all patient characteristics are included, and the pre‑vaccination cohort ends at first vaccination. The code sets pre‑vaccination follow‑up, uses those times as Surv(lcovid_surv, lcovid_cens), and includes all covariates (all “cov_” variables, with age as a spline) in the multivariable Cox model."
18,Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic and clinical variables to estimate hazard ratios for time to first coded long COVID.,Parameter Specification,"“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022” [...] “Age was modelled using a restricted cubic spline” [...] “For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.” [...] “We included a missing category for ethnicity, smoking status and IMD.”","“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022”","input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                          out_first_long_covid_date >= index_date &
                                                                          !is.na(out_first_long_covid_date)), 1, 0)) [...] ratio_non_cases_to_cases = 20 [...] non_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)
input$weight <-1
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                                    non_case_inverse_weight, 1) [...] knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))

surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
) [...] robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2]) [...] levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)"" [...] mutate(cov_cat_smoking_status = replace_na(cov_cat_smoking_status, ""Missing""))",analysis/stage1_define_eligible_population.R | analysis/stage2_model_input_set_up.R | analysis/functions/function_cox_output.R | analysis/stage0_data_cleaning.R,"analysis/stage1_define_eligible_population.R: ~139-151 [...] analysis/stage2_model_input_set_up.R: ~22-45, ~92-112 [...] analysis/functions/function_cox_output.R: ~12-21 [...] analysis/stage0_data_cleaning.R: ~210-230, ~295-305",match,"The code censors follow-up at first vaccination for the pre-vaccination cohort, models age with restricted cubic splines (knots at the 10th/50th/90th percentiles), samples non-cases at 1:20 with inverse-probability weights, applies robust standard errors, and includes missing categories (e.g., IMD, smoking), matching the paper’s specifications."
18,Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic and clinical variables to estimate hazard ratios for time to first coded long COVID.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,25-43,match,"The paper specifies reporting hazard ratios with 95% confidence intervals. The code computes 95% CIs for hazard ratios using confint with level=0.95, matching the paper’s inference specification."
18,Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic and clinical variables to estimate hazard ratios for time to first coded long COVID.,Coding Specification,"“Age was modelled using a restricted cubic spline…” [...] “We included a missing category for ethnicity, smoking status and IMD.” [...] “Smoking status was grouped into current-, ever-, and neversmokers.” [...] “Frequency of GP-patient interaction was defined during the 12 months prior to participants' follow-up start date, and categorised as: without any interaction; 1-3; 4-8; 9-12 and 13+ interactions.”",“Age was modelled using a restricted cubic spline…”,"surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...] input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))
[...] input_factor_vars <- input_factor_vars %>% mutate(cov_cat_smoking_status = as.character(cov_cat_smoking_status)) %>%
    mutate(cov_cat_smoking_status = replace_na(cov_cat_smoking_status, ""Missing"")) %>%
    mutate(cov_cat_smoking_status = as.factor(cov_cat_smoking_status))
[...] levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)""
input$cov_cat_imd <- ordered(input$cov_cat_imd, 
                               levels = c(""1 (most deprived)"",""2"",""3"",""4"",""5 (least deprived)"", ""0 (missing)""))
[...] input <- input %>% mutate(cov_cat_gp_patient_interaction = ifelse(input$cov_num_gp_patient_interaction > 12,
                                                             ""13 or more"",
                                                            ifelse(input$cov_num_gp_patient_interaction >= 9,
                                                             ""9 to 12"",
                                                                ifelse(input$cov_num_gp_patient_interaction >=4,
                                                                      ""4 to 8"",
                                                                         ifelse(input$cov_num_gp_patient_interaction >=1,
                                                                                          ""1 to 3"", ""0"")))))
[...] input_factor_vars$cov_cat_ethnicity <- relevel(input_factor_vars$cov_cat_ethnicity, ref = ""White"")",analysis/stage2_model_input_set_up.R [...] analysis/stage0_data_cleaning.R,"stage2_model_input_set_up.R ~85-111 [...] stage0_data_cleaning.R ~214-224, ~247-254, ~179-197, ~133-155, ~255-258",mismatch,"The code matches the paper on using restricted cubic splines for age and on how smoking, IMD, and GP interactions are coded, but it does not implement a ‘Missing’ category for ethnicity (it only sets White as the reference). Therefore, the coding specification does not fully align."
