analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation
10,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of positive SARS-CoV-2 test.,Parameter Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.”[...]“The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination.”[...]“Knot locations were based on quartiles of the event times.”[...]“Standard errors for the PLR model were obtained using the clustered sandwich estimator to account for within-participant clustering.”[...]“Confidence intervals for the vaccine-specific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).”[...]“a sampling strategy was used such that all those who experienced the event of interest are selected (to retain statistical power), and a random sample of 50 000 event-free participants are selected. Person-time is weighted by the inverse of the sampling probability to recover the characteristics of the complete cohort.”","data_cohort <- read_rds(here(""output"", ""data"", ""data_cohort.rds"")) %>%
  filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  )[...]nsevents <- function(x, events, df){
  # this is the same as the `ns` function,
  # except the knot locations are chosen
  # based on the event times only, not on all person-time
  probs <- seq(0,df)/df
  q <- quantile(x[events==1], probs=probs)
  ns(x, knots=q[-c(1, df+1)], Boundary.knots = q[c(1, df+1)])
}[...]vcov <- vcovCL(plrmod, cluster = cluster, type = ""HC0"")[...]sample_outcome = sample_nonoutcomes_n(!is.na(tte_outcome), patient_id, samplesize_nonoutcomes_n),

    sample_weights = sample_weights(!is.na(tte_outcome), sample_outcome),[...]action_model(""postest"", ""timesincevax"", ""0"", ""plr"", 50000, ""1"")[...]variance <- rowSums(crossprod(t(partial_derivative), vcov) * partial_derivative)",match,"The code filters to participants with no prior infection and implements the same PLR parameter choices as described: spline knots based on event-time quartiles, clustered sandwich standard errors, delta‑method variance, and sampling 50,000 non-events with inverse-probability weights. Therefore the parameter specification for this sensitivity analysis matches the paper."
10,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of positive SARS-CoV-2 test.,Inference Specification,"Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).","survival.ll = pmax(0, survival+qnorm(0.025)*survivalse) - pmax(0, survival+qnorm(0.975)*survivalse - 1),
        survival.ul = pmin(1, survival+qnorm(0.975)*survivalse) + pmin(0, survival+qnorm(0.025)*survivalse),
[...]
      diff.ll = diff+qnorm(0.025)*diff.se,
      diff.ul = diff+qnorm(0.975)*diff.se,",match,"The paper specifies delta-method confidence intervals for cumulative incidence and their differences, and the code implements 95% normal-approximation CIs using qnorm with standard errors derived from variance calculations consistent with the delta method. This matches the inference approach for the sensitivity analysis that repeats the main analysis in the no-prior-infection subgroup."
10,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of positive SARS-CoV-2 test.,Coding Specification,We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.,"filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  )",match,"The paper specifies restricting to those with no prior infection, and the code implements this by filtering observations where prior_covid_infection equals 0 when the sensitivity flag is set. This matches the coding of the restriction for the sensitivity analysis."
11,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of covid-19–related A&E attendance.,Test Specification,We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.[...]We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR) 6 7 with time since vaccination as the timescale and with the outcome risk estimated each day.,"# fits some pooled logistic regression models, with different adjustment sets[...]plrmod0 <- parglm(
  formula = formula0_pw,
  data = data_plr,
  weights = sample_weights,
  family = binomial,
  control = parglmparams,
  na.action = ""na.fail"",
  model = FALSE
)",match,"The paper specifies pooled logistic regression for the main analysis, which the sensitivity analysis repeats, and the code implements pooled logistic regression via parglm with a binomial family. Both therefore use pooled logistic regression."
11,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of covid-19–related A&E attendance.,Variable Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.”[...]“Covid-19 related A&E attendances were identified using HES emergency care records with U07.1 (""covid-19, virus identified"") or U07.2 (""covid-19, virus not identified"") ICD-10 diagnosis codes.”[...]“We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR) 6 7 with time since vaccination as the timescale and with the outcome risk estimated each day.”[...]“The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination.”[...]“Three models were fit for each outcome, with progressive adjustment for confounders 1 : adjusting for region-specific calendartime effects, by including a two-knot restricted cubic spline for the date of vaccination and its interaction with region 2 ; additionally adjusting for demographic characteristics 3 ; additionally adjusting for clinical characteristics.”","filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  )[...]""covidemergency"", ""emergency_covid_date"", ""COVID-19 A&E attendance"",[...]formula_timesincevax_ns <- . ~ . + vax1_az + vax1_az:nsevents(tstop, outcome_event, 4)[...]formula_spacetime <- . ~ . + ns(vax1_day, 3)*region[...]formula_demog <- . ~ . + poly(age, degree=2, raw=TRUE) + sex + imd_Q5 + ethnicity_combined + rural_urban_group[...]formula_comorbs <- . ~ . +
  prior_covid_infection +
  prior_tests_cat +
  multimorb +
  learndis +
  sev_mental[...]if(exclude_prior_infection==1L){
  formula_exclude_prior_infection <- . ~ . - prior_covid_infection
} else(
  formula_exclude_prior_infection <- . ~ .
)[...]formula3_ns <- formula_vaxonly_ns %>% update(formula_spacetime) %>% update(formula_demog) %>% update (formula_comorbs) %>% update(formula_exclude_prior_infection)",match,"The code restricts to those without prior infection, uses COVID-19 A&E attendance as the outcome, models vaccine type with a spline for time since vaccination, and adjusts for region-specific calendar time, demographics, and clinical variables, matching the paper’s specification."
11,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of covid-19–related A&E attendance.,Parameter Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.” [...] “The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination. Knot locations were based on quartiles of the event times.” [...] “Standard errors for the PLR model were obtained using the clustered sandwich estimator to account for within-participant clustering.” [...] “Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).” [...] “To manage this, a sampling strategy was used such that all those who experienced the event of interest are selected (to retain statistical power), and a random sample of 50 000 event-free participants are selected. Persontime is weighted by the inverse of the sampling probability to recover the characteristics of the complete cohort.” [...] “Using an intention-to-treat approach, comparative effectiveness estimates beyond 14 weeks were considered to be second-dose effects.”","filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  ) [...] nsevents <- function(x, events, df){
  # this is the same as the `ns` function,
  # except the knot locations are chosen
  # based on the event times only, not on all person-time
  probs <- seq(0,df)/df
  q <- quantile(x[events==1], probs=probs)
  ns(x, knots=q[-c(1, df+1)], Boundary.knots = q[c(1, df+1)])
} [...] vcov <- vcovCL(plrmod, cluster = cluster, type = ""HC0"") [...] samplesize_nonoutcomes_n <- as.integer(args[[4]]) [...] sample_outcome = sample_nonoutcomes_n(!is.na(tte_outcome), patient_id, samplesize_nonoutcomes_n) [...] sample_weights = sample_weights(!is.na(tte_outcome), sample_outcome) [...] weights = sample_weights [...] cmlinc_variance <- function(model, vcov, newdata, id, time, weights){

  # calculate variance of adjusted survival / adjusted cumulative incidence
  # needs model object, cluster-vcov, input data, model weights, and indices for patient and time
} [...] mean.survivalse3 = sqrt(cmlinc_variance(plrmod3, vcov3, ccf, ccf$patient_id, ccf$tstop, ccf$sample_weights)) [...] riskdiff_variance <- function(model, vcov, newdata0, newdata1, id, time, weights){

  # calculate variance of adjusted survival / adjusted cumulative incidence
  # needs model object, cluster-vcov, input data, model weights, and indices for patient and time
} [...] ""covidemergency"", ""emergency_covid_date"", ""COVID-19 A&E attendance"",",match,"The code implements the sensitivity restriction (exclude prior infection) and matches the paper’s parameter choices: quartile-based spline knots, clustered sandwich standard errors, delta-method style variance for CIs, and sampling/weighting of 50,000 non-events. The outcome used is COVID-19 A&E attendance and the fully adjusted PLR is fit as specified."
11,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of covid-19–related A&E attendance.,Inference Specification,"Standard errors for the PLR model were obtained using the clustered sandwich estimator to account for within-participant clustering. Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).","cmlinc_variance <- function(model, vcov, newdata, id, time, weights){
  # calculate variance of adjusted survival / adjusted cumulative incidence
  [...]
  variance <- rowSums(crossprod(t(partial_derivative), vcov) * partial_derivative) # t x 1
}
[...]
survivalse = sqrt(cmlinc_variance(plrmod0, vcov0, ccf, ccf$patient_id, ccf$tstop, ccf$sample_weights))
[...]
survival.ll = pmax(0, survival+qnorm(0.025)*survivalse) - pmax(0, survival+qnorm(0.975)*survivalse - 1),
        survival.ul = pmin(1, survival+qnorm(0.975)*survivalse) + pmin(0, survival+qnorm(0.025)*survivalse),
[...]
riskdiff_variance <- function(model, vcov, newdata0, newdata1, id, time, weights){
  [...]
  variance <- rowSums(crossprod(t(partial_derivative), vcov) * partial_derivative) # t x 1
}
[...]
diff.se = sqrt(c(
        c(0, riskdiff_variance(plrmod0, vcov0, mutate(data_plr, vax1_az=0L), mutate(data_plr, vax1_az=1L), data_plr$patient_id, data_plr$tstop, data_plr$sample_weights)),
        c(0, riskdiff_variance(plrmod1, vcov1, mutate(data_plr, vax1_az=0L), mutate(data_plr, vax1_az=1L), data_plr$patient_id, data_plr$tstop, data_plr$sample_weights)),
        c(0, riskdiff_variance(plrmod2, vcov2, mutate(data_plr, vax1_az=0L), mutate(data_plr, vax1_az=1L), data_plr$patient_id, data_plr$tstop, data_plr$sample_weights)),
        c(0, riskdiff_variance(plrmod3, vcov3, mutate(data_plr, vax1_az=0L), mutate(data_plr, vax1_az=1L), data_plr$patient_id, data_plr$tstop, data_plr$sample_weights)),
        NULL
      ))
[...]
diff.ll = diff+qnorm(0.025)*diff.se,
      diff.ul = diff+qnorm(0.975)*diff.se,",match,"The paper specifies delta-method confidence intervals for marginal cumulative incidence and their difference with clustered sandwich standard errors. The code computes variances via delta-method derivatives and forms 95% CIs using qnorm, matching the paper."
11,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of covid-19–related A&E attendance.,Coding Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.” [...] “The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination.”","data_cohort <- read_rds(here(""output"", ""data"", ""data_cohort.rds"")) %>%
  filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  ) [...] mutate(
    timesincevax_pw = droplevels(timesince_cut(tstop, postvaxcuts)),

    tstart_calendar = tstart + vax1_day - 1,
    tstop_calendar = tstop + vax1_day - 1,

    vax1_az = (vax1_type==""az"")*1
  ) [...] prior_covid_infection = !is.na(prior_positive_test_date) | !is.na(prior_covidadmitted_date) | !is.na(prior_primary_care_covid_case_date),",unknown,"The paper does not specify how variables were numerically coded in this sensitivity analysis, only the restriction and inclusion of vaccine type. The code encodes vaccine type as a 0/1 AZ indicator and defines prior_covid_infection used to restrict to those with no prior infection."
12,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of unplanned covid-19–related hospital admission.,Test Specification,We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.[...]We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR) 6 7 with time since vaccination as the timescale and with the outcome risk estimated each day.,"# fits some pooled logistic regression models, with different adjustment sets",match,The paper specifies repeating the main pooled logistic regression in the no–prior-infection subgroup; the code implements pooled logistic regression models and filters to exclude prior infections.
12,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of unplanned covid-19–related hospital admission.,Variable Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.” [...] “Unplanned covid-19 related hospital admissions were identified using HES inpatient hospital records with U07.1 or U07.2 reason for admission ICD-10 codes.” [...] “We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR) 6 7 with time since vaccination as the timescale and with the outcome risk estimated each day.” [...] “The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination.” [...] “Three models were fit for each outcome, with progressive adjustment for confounders 1 : adjusting for region-specific calendartime effects, by including a two-knot restricted cubic spline for the date of vaccination and its interaction with region 2 ; additionally adjusting for demographic characteristics 3 ; additionally adjusting for clinical characteristics.”","data_cohort <- read_rds(here(""output"", ""data"", ""data_cohort.rds"")) %>%
  filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  ) [...] ""covidadmitted"", ""covidadmitted_date"", ""COVID-19 hospitalisation"", [...] outcome_event = event(tte_outcome), [...] if(timescale==""timesincevax""){
  formula_timescale_pw <- . ~ . + timesincevax_pw # spline for timescale only
  formula_timescale_ns <- . ~ . + nsevents(tstop, outcome_event, 4) # spline for timescale only
  formula_spacetime <- . ~ . + ns(vax1_day, 3)*region # spline for space-time adjustments

  formula_timesincevax_pw <- . ~ . + vax1_az + vax1_az:timesincevax_pw
  formula_timesincevax_ns <- . ~ . + vax1_az + vax1_az:nsevents(tstop, outcome_event, 4)

} [...] formula3_ns <- formula_vaxonly_ns %>% update(formula_spacetime) %>% update(formula_demog) %>% update (formula_comorbs) %>% update(formula_exclude_prior_infection) [...] formula_demog <- . ~ . + poly(age, degree=2, raw=TRUE) + sex + imd_Q5 + ethnicity_combined + rural_urban_group [...] formula_comorbs <- . ~ . +
  prior_covid_infection +
  prior_tests_cat +
  multimorb +
  learndis +
  sev_mental",match,"The code filters to participants with no prior infection, specifies the hospital admission outcome, models vaccine type with time since vaccination, and includes region-specific calendar time, demographics, and clinical characteristics like the paper’s fully adjusted PLR sensitivity analysis. This aligns with the paper’s variable roles and restriction."
12,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of unplanned covid-19–related hospital admission.,Parameter Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.” [...] “The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination. Knot locations were based on quartiles of the event times.” [...] “Standard errors for the PLR model were obtained using the clustered sandwich estimator to account for within-participant clustering.” [...] “Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).” [...] “To manage this, a sampling strategy was used such that all those who experienced the event of interest are selected (to retain statistical power), and a random sample of 50 000 event-free participants are selected. Persontime is weighted by the inverse of the sampling probability to recover the characteristics of the complete cohort.”","data_cohort <- read_rds(here(""output"", ""data"", ""data_cohort.rds"")) %>%
  filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  ) [...] nsevents <- function(x, events, df){
  # this is the same as the `ns` function,
  # except the knot locations are chosen
  # based on the event times only, not on all person-time
  probs <- seq(0,df)/df
  q <- quantile(x[events==1], probs=probs)
  ns(x, knots=q[-c(1, df+1)], Boundary.knots = q[c(1, df+1)])
} [...] formula_timesincevax_ns <- . ~ . + vax1_az + vax1_az:nsevents(tstop, outcome_event, 4) [...] plrmod3 <- parglm(
  formula = formula3_ns,
  data = data_plr,
  weights = sample_weights,
  family = binomial,
  control = parglmparams,
  na.action = ""na.fail"",
  model = FALSE
) [...] vcov <- vcovCL(plrmod, cluster = cluster, type = ""HC0"") [...] sample_weights <- function(had_outcome, sampled){
  # `had_outcome` is a boolean indicating if the subject has experienced the outcome or not
  # `sampled` is a boolean indicating if the patient is to be sampled or not
  case_when(
    had_outcome ~ 1,
    !had_outcome & !sampled ~ 0,
    !had_outcome & sampled ~ sum(!had_outcome)/sum((sampled) & !had_outcome),
    TRUE ~ NA_real_
  )
} [...] ""Confidence intervals for the risk-adjusted survival rates are calculated using the delta method (i.e, a first-order Taylor series approximation of the variance of the cumulative incidence)."" [...] action_model(""covidadmitted"", ""timesincevax"", ""1"", ""plr"", 50000, ""1""),",match,"The code implements the sensitivity restriction and uses event-time-based spline knots, clustered sandwich standard errors, delta-method CIs, and sampling 50,000 non-events with inverse-probability weights, matching the paper’s parameter settings. These parameters apply to the fully adjusted PLR used for the covidadmitted outcome."
12,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of unplanned covid-19–related hospital admission.,Inference Specification,"Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).","survival.ll = pmax(0, survival+qnorm(0.025)*survivalse) - pmax(0, survival+qnorm(0.975)*survivalse - 1)[...]diff.ll = diff+qnorm(0.025)*diff.se,
      diff.ul = diff+qnorm(0.975)*diff.se,",match,"The paper specifies delta-method confidence intervals for cumulative incidence and their differences. The code computes variances and then uses qnorm(0.025/0.975) to form 95% normal-approximation intervals for survival and risk differences, consistent with the delta method."
12,Sensitivity analysis: fully adjusted pooled logistic regression restricted to participants with no prior SARS-CoV-2 infection for outcome of unplanned covid-19–related hospital admission.,Coding Specification,"“We conducted a post-hoc sensitivity analysis that repeated the main analysis in the subgroup of participants who had no evidence of a prior SARS-CoV-2 infection.” [...] “The PLR model included vaccine type, and a vaccine-specific three-knot restricted cubic spline for time since vaccination. Knot locations were based on quartiles of the event times.” [...] “Unplanned covid-19 related hospital admissions were identified using HES inpatient hospital records with U07.1 or U07.2 reason for admission ICD-10 codes.”","data_cohort <- read_rds(here(""output"", ""data"", ""data_cohort.rds"")) %>%
  filter(
    prior_covid_infection==0 | (exclude_prior_infection!=1L)
  ) [...] vax1_az = (vax1_type==""az"")*1 [...] timesincevax_pw = droplevels(timesince_cut(tstop, postvaxcuts)) [...] nsevents <- function(x, events, df){
  # this is the same as the `ns` function,
  # except the knot locations are chosen
  # based on the event times only, not on all person-time
  probs <- seq(0,df)/df
  q <- quantile(x[events==1], probs=probs)
  ns(x, knots=q[-c(1, df+1)], Boundary.knots = q[c(1, df+1)])
} [...] formula_timesincevax_ns <- . ~ . + vax1_az + vax1_az:nsevents(tstop, outcome_event, 4)",match,"The paper specifies a vaccine-specific restricted cubic spline for time since vaccination with knots at event-time quartiles and defines the hospital admission outcome, and the sensitivity analysis excludes prior infections. The code implements an AZ vs Pfizer binary indicator, uses nsevents() to set spline knots from event times and interact with vaccine, and filters to those without prior infection for the sensitivity analysis."
13,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for positive SARS-CoV-2 test comparing vaccine types, to assess robustness to spline choice.",Test Specification,"We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.[...]We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR)","# fits some pooled logistic regression models, with different adjustment sets[...]formula_timesincevax_pw <- . ~ . + vax1_az + vax1_az:timesincevax_pw[...]plrmod0 <- parglm(
  formula = formula0_pw,
  data = data_plr,
  weights = sample_weights,
  family = binomial,",match,"The paper specifies pooled logistic regression and a piecewise hazards specification, and the code fits pooled logistic regression with piecewise time intervals. These align on the test type (pooled logistic regression)."
13,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for positive SARS-CoV-2 test comparing vaccine types, to assess robustness to spline choice.",Variable Specification,"We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR)[...]Three outcomes were defined: positive SARS-CoV-2 test; covid-19 related A&E attendance; and unplanned covid-19 related hospital admission. Positive SARS-CoV-2 tests were identified using SGSS records and based on swab date. Both polymerase chain reaction (PCR) and lateral flow positive tests were included[...]Three models were fit for each outcome, with progressive adjustment for confounders 1 : adjusting for region-specific calendartime effects, by including a two-knot restricted cubic spline for the date of vaccination and its interaction with region 2 ; additionally adjusting for demographic characteristics 3 ; additionally adjusting for clinical characteristics.[...]We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.","metadata_outcomes <- tribble(
  ~outcome, ~outcome_var, ~outcome_descr,
  ""test"", ""covid_test_date"", ""SARS-CoV-2 test"",
  ""postest"", ""positive_test_date"", ""Positive SARS-CoV-2 test"",
  [...]
)
[...]vax1_az = (vax1_type==""az"")*1
[...]formula_outcome <- outcome_event ~ 1
[...]formula_timescale_pw <- . ~ . + timesincevax_pw # spline for timescale only
[...]formula_timesincevax_pw <- . ~ . + vax1_az + vax1_az:timesincevax_pw
[...]formula_spacetime <- . ~ . + ns(vax1_day, 3)*region # spline for space-time adjustments
[...]formula_demog <- . ~ . + poly(age, degree=2, raw=TRUE) + sex + imd_Q5 + ethnicity_combined + rural_urban_group
[...]formula_comorbs <- . ~ . +
  prior_covid_infection +
  prior_tests_cat +
  multimorb +
  learndis +
  sev_mental",match,"Both sources specify the predictor (ChAdOx1 vs BNT162b2), outcome (positive SARS‑CoV‑2 test), and controls (region-calendar time, demographics, clinical characteristics), with the code implementing a piecewise time-varying hazard via timesincevax_pw. Thus the variable specification aligns."
13,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for positive SARS-CoV-2 test comparing vaccine types, to assess robustness to spline choice.",Parameter Specification,"We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.","postvaxcuts20_postest <- c(0, 7, 14, 21, 28, 42, 63, 84, 112, 140)[...] if(outcome==""postest"") postvaxcuts <- postvaxcuts20_postest",mismatch,"The paper specifies 7-day intervals for the first 28 days and 14-day intervals thereafter, whereas the code uses mixed intervals (7-, 14-, 21-, and 28-day) for postest (0,7,14,21,28,42,63,84,112,140)."
13,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for positive SARS-CoV-2 test comparing vaccine types, to assess robustness to spline choice.",Inference Specification,"“Standard errors for the PLR model were obtained using the clustered sandwich estimator to account for within-participant clustering. Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).” [...] “95% confidence interval -1.71 to 1.22”","vcov <- vcovCL(plrmod, cluster = cluster, type = ""HC0"") [...] tidy_plr <- function(model, conf.int=TRUE, conf.level=0.95, exponentiate=FALSE, cluster){ [...] loghr.ll = loghr - se * qnorm(0.025)",match,"The paper specifies clustered sandwich SEs and delta-method confidence intervals (reported as 95%), and the code uses cluster-robust vcovCL with a 0.95 confidence level and z-quantiles (0.025/0.975) to form 95% CIs. Thus the inference approach aligns."
13,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for positive SARS-CoV-2 test comparing vaccine types, to assess robustness to spline choice.",Coding Specification,"“We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.” [...] “Models that assumed piecewise-constant hazards gave similar effect estimates (supplementary figs3).”","postvaxcuts20_postest <- c(0, 7, 14, 21, 28, 42, 63, 84, 112, 140) [...] postvaxcuts20 <-         c(0, 7, 14, 21, 28, 42, 63, 84, 140) [...] timesincevax_pw = droplevels(timesince_cut(tstop, postvaxcuts))",mismatch,"The paper specifies 7-day intervals for the first 28 days and 14-day intervals thereafter, but the code defines cutpoints that include 21- and 28-day gaps after 28 days (e.g., 42, 63, 84, 112, 140). Thus, the implemented piecewise coding does not match the stated specification."
14,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for covid-19–related A&E attendance comparing vaccine types, to assess robustness to spline choice.",Test Specification,"We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.","# fits some pooled logistic regression models, with different adjustment sets[...]## piecewise estimands ----[...]formula_timesincevax_pw <- . ~ . + vax1_az + vax1_az:timesincevax_pw",match,"The paper specifies a piecewise time-varying hazards sensitivity analysis, and the code implements pooled logistic regression with a piecewise time-since-vaccination factor interacted with vaccine type, i.e., a piecewise hazards model. Thus, the type of test (piecewise hazards via PLR) matches."
14,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for covid-19–related A&E attendance comparing vaccine types, to assess robustness to spline choice.",Variable Specification,"We compared the effectiveness of a first dose of ChAdOx1 versus BNT162b2 using pooled logistic regression (PLR) 6 7 with time since vaccination as the timescale and with the outcome risk estimated each day.[...]Covid-19 related A&E attendances were identified using HES emergency care records with U07.1 (""covid-19, virus identified"") or U07.2 (""covid-19, virus not identified"") ICD-10 diagnosis codes.[...]Three models were fit for each outcome, with progressive adjustment for confounders 1 : adjusting for region-specific calendartime effects, by including a two-knot restricted cubic spline for the date of vaccination and its interaction with region 2 ; additionally adjusting for demographic characteristics 3 ; additionally adjusting for clinical characteristics.[...]We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.","""covidemergency"", ""emergency_covid_date"", ""COVID-19 A&E attendance"",[...]vax1_az = (vax1_type==""az"")*1[...]formula_timesincevax_pw <- . ~ . + vax1_az + vax1_az:timesincevax_pw[...]formula_demog <- . ~ . + poly(age, degree=2, raw=TRUE) + sex + imd_Q5 + ethnicity_combined + rural_urban_group[...]formula_comorbs <- . ~ . +
  prior_covid_infection +
  prior_tests_cat +
  multimorb +
  learndis +
  sev_mental",match,"Both sources specify vaccine type (ChAdOx1 vs BNT162b2) as the predictor and COVID-19 A&E attendance as the outcome, with adjustments for region/calendar time, demographics, and clinical variables. The code implements these in a piecewise hazards PLR model for the covidemergency outcome."
14,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for covid-19–related A&E attendance comparing vaccine types, to assess robustness to spline choice.",Parameter Specification,"We also use piecewise-linear timevarying hazards (at 7-day intervals in the first 28 days, and 14-day intervals thereafter) to investigate whether the estimates were robust to our choice of spline parameters.","postvaxcuts20 <-         c(0, 7, 14, 21, 28, 42, 63, 84, 140)",mismatch,"The paper specifies 7-day bins up to 28 days and 14-day bins thereafter, whereas the code uses 7-day bins to 28 days followed by irregular intervals (14, 21, 21, and 56 days)."
14,"Sensitivity analysis: piecewise hazards model (piecewise-linear/constant time-varying hazards) for covid-19–related A&E attendance comparing vaccine types, to assess robustness to spline choice.",Inference Specification,"“Confidence intervals for the vaccinespecific marginal cumulative incidence, and their difference, were obtained using the delta method (that is, a first-order Taylor series approximation of the variance).” [...] “-0.24 (95% confidence interval -1.71 to 1.22)”","loghr.ul = loghr + se * qnorm(0.025),
    loghr.ll = loghr - se * qnorm(0.025) [...] diff.ll = diff+qnorm(0.025)*diff.se,
      diff.ul = diff+qnorm(0.975)*diff.se,",match,"The paper uses confidence intervals (95%) and specifies the delta method, and the code computes 95% CIs using qnorm(0.025/0.975) and delta-method-based variances. These inference criteria align."
